location,date,vaccine,total_vaccinations
South Korea,2021-12-20,Pfizer/BioNTech,56849080
South Korea,2021-12-21,Johnson&Johnson,1535662
South Korea,2021-12-21,Moderna,18301905
South Korea,2021-12-21,Oxford/AstraZeneca,20321679
South Korea,2021-12-21,Pfizer/BioNTech,57355750
South Korea,2021-12-22,Johnson&Johnson,1536077
South Korea,2021-12-22,Moderna,18555081
South Korea,2021-12-22,Oxford/AstraZeneca,20321833
South Korea,2021-12-22,Pfizer/BioNTech,57857870
South Korea,2021-12-23,Johnson&Johnson,1536358
South Korea,2021-12-23,Moderna,18792368
South Korea,2021-12-23,Oxford/AstraZeneca,20322018
South Korea,2021-12-23,Pfizer/BioNTech,58336591
South Korea,2021-12-24,Johnson&Johnson,1536695
South Korea,2021-12-24,Moderna,19104201
South Korea,2021-12-24,Oxford/AstraZeneca,20322103
South Korea,2021-12-24,Pfizer/BioNTech,58949136
South Korea,2021-12-25,Johnson&Johnson,1536698
South Korea,2021-12-25,Moderna,19122416
South Korea,2021-12-25,Oxford/AstraZeneca,20322114
South Korea,2021-12-25,Pfizer/BioNTech,59006879
South Korea,2021-12-26,Johnson&Johnson,1536700
South Korea,2021-12-26,Moderna,19128212
South Korea,2021-12-26,Oxford/AstraZeneca,20322142
South Korea,2021-12-26,Pfizer/BioNTech,59032052
South Korea,2021-12-27,Johnson&Johnson,1536903
South Korea,2021-12-27,Moderna,19397535
South Korea,2021-12-27,Oxford/AstraZeneca,20322273
South Korea,2021-12-27,Pfizer/BioNTech,59667920
South Korea,2021-12-28,Johnson&Johnson,1537115
South Korea,2021-12-28,Moderna,19636075
South Korea,2021-12-28,Oxford/AstraZeneca,20322376
South Korea,2021-12-28,Pfizer/BioNTech,60140164
South Korea,2021-12-29,Johnson&Johnson,1537332
South Korea,2021-12-29,Moderna,19830902
South Korea,2021-12-29,Oxford/AstraZeneca,20322478
South Korea,2021-12-29,Pfizer/BioNTech,60580838
South Korea,2021-12-30,Johnson&Johnson,1537575
South Korea,2021-12-30,Moderna,20017073
South Korea,2021-12-30,Oxford/AstraZeneca,20322611
South Korea,2021-12-30,Pfizer/BioNTech,61036599
South Korea,2021-12-31,Johnson&Johnson,1537854
South Korea,2021-12-31,Moderna,20279807
South Korea,2021-12-31,Oxford/AstraZeneca,20322705
South Korea,2021-12-31,Pfizer/BioNTech,61624192
South Korea,2022-01-01,Johnson&Johnson,1537864
South Korea,2022-01-01,Moderna,20288239
South Korea,2022-01-01,Oxford/AstraZeneca,20322713
South Korea,2022-01-01,Pfizer/BioNTech,61659587
South Korea,2022-01-02,Johnson&Johnson,1537867
South Korea,2022-01-02,Moderna,20292055
South Korea,2022-01-02,Oxford/AstraZeneca,20322719
South Korea,2022-01-02,Pfizer/BioNTech,61678041
South Korea,2022-01-03,Johnson&Johnson,1538130
South Korea,2022-01-03,Moderna,20434679
South Korea,2022-01-03,Oxford/AstraZeneca,20322774
South Korea,2022-01-03,Pfizer/BioNTech,62145454
South Korea,2022-01-04,Johnson&Johnson,1538328
South Korea,2022-01-04,Moderna,20545242
South Korea,2022-01-04,Oxford/AstraZeneca,20322851
South Korea,2022-01-04,Pfizer/BioNTech,62483899
South Korea,2022-01-05,Johnson&Johnson,1538486
South Korea,2022-01-05,Moderna,20632990
South Korea,2022-01-05,Oxford/AstraZeneca,20322888
South Korea,2022-01-05,Pfizer/BioNTech,62828011
South Korea,2022-01-06,Johnson&Johnson,1538723
South Korea,2022-01-06,Moderna,20721069
South Korea,2022-01-06,Oxford/AstraZeneca,20322932
South Korea,2022-01-06,Pfizer/BioNTech,63228227
South Korea,2022-01-07,Johnson&Johnson,1538986
South Korea,2022-01-07,Moderna,20865853
South Korea,2022-01-07,Oxford/AstraZeneca,20323047
South Korea,2022-01-07,Pfizer/BioNTech,63816888
South Korea,2022-01-08,Johnson&Johnson,1539013
South Korea,2022-01-08,Moderna,20957696
South Korea,2022-01-08,Oxford/AstraZeneca,20323094
South Korea,2022-01-08,Pfizer/BioNTech,64159922
South Korea,2022-01-09,Johnson&Johnson,1539015
South Korea,2022-01-09,Moderna,20960719
South Korea,2022-01-09,Oxford/AstraZeneca,20323116
South Korea,2022-01-09,Pfizer/BioNTech,64179012
South Korea,2022-01-10,Johnson&Johnson,1539166
South Korea,2022-01-10,Moderna,21066909
South Korea,2022-01-10,Oxford/AstraZeneca,20323154
South Korea,2022-01-10,Pfizer/BioNTech,64651589
South Korea,2022-01-11,Johnson&Johnson,1539316
South Korea,2022-01-11,Moderna,21156527
South Korea,2022-01-11,Oxford/AstraZeneca,20323186
South Korea,2022-01-11,Pfizer/BioNTech,64999657
South Korea,2022-01-12,Johnson&Johnson,1539515
South Korea,2022-01-12,Moderna,21225823
South Korea,2022-01-12,Oxford/AstraZeneca,20323209
South Korea,2022-01-12,Pfizer/BioNTech,65311929
South Korea,2022-01-13,Johnson&Johnson,1539761
South Korea,2022-01-13,Moderna,21303944
South Korea,2022-01-13,Oxford/AstraZeneca,20323243
South Korea,2022-01-13,Pfizer/BioNTech,65670877
South Korea,2022-01-14,Johnson&Johnson,1540027
South Korea,2022-01-14,Moderna,21435237
South Korea,2022-01-14,Oxford/AstraZeneca,20323279
South Korea,2022-01-14,Pfizer/BioNTech,66234471
South Korea,2022-01-15,Johnson&Johnson,1540065
South Korea,2022-01-15,Moderna,21509049
South Korea,2022-01-15,Oxford/AstraZeneca,20323296
South Korea,2022-01-15,Pfizer/BioNTech,66509852
South Korea,2022-01-16,Johnson&Johnson,1540068
South Korea,2022-01-16,Moderna,21512364
South Korea,2022-01-16,Oxford/AstraZeneca,20323318
South Korea,2022-01-16,Pfizer/BioNTech,66527952
South Korea,2022-01-17,Johnson&Johnson,1540211
South Korea,2022-01-17,Moderna,21612607
South Korea,2022-01-17,Oxford/AstraZeneca,20323354
South Korea,2022-01-17,Pfizer/BioNTech,66901714
South Korea,2022-01-18,Johnson&Johnson,1540381
South Korea,2022-01-18,Moderna,21683496
South Korea,2022-01-18,Oxford/AstraZeneca,20323381
South Korea,2022-01-18,Pfizer/BioNTech,67152763
South Korea,2022-01-19,Johnson&Johnson,1540565
South Korea,2022-01-19,Moderna,21738186
South Korea,2022-01-19,Oxford/AstraZeneca,20323422
South Korea,2022-01-19,Pfizer/BioNTech,67369717
South Korea,2022-01-20,Johnson&Johnson,1540773
South Korea,2022-01-20,Moderna,21808281
South Korea,2022-01-20,Oxford/AstraZeneca,20323453
South Korea,2022-01-20,Pfizer/BioNTech,67637086
South Korea,2022-01-21,Johnson&Johnson,1540914
South Korea,2022-01-21,Moderna,21932763
South Korea,2022-01-21,Oxford/AstraZeneca,20323488
South Korea,2022-01-21,Pfizer/BioNTech,68057112
South Korea,2022-01-22,Johnson&Johnson,1540944
South Korea,2022-01-22,Moderna,22002465
South Korea,2022-01-22,Oxford/AstraZeneca,20323503
South Korea,2022-01-22,Pfizer/BioNTech,68273920
South Korea,2022-01-23,Johnson&Johnson,1540951
South Korea,2022-01-23,Moderna,22005558
South Korea,2022-01-23,Oxford/AstraZeneca,20323512
South Korea,2022-01-23,Pfizer/BioNTech,68287358
South Korea,2022-01-24,Johnson&Johnson,1541050
South Korea,2022-01-24,Moderna,22090888
South Korea,2022-01-24,Oxford/AstraZeneca,20323531
South Korea,2022-01-24,Pfizer/BioNTech,68553068
South Korea,2022-01-25,Johnson&Johnson,1541178
South Korea,2022-01-25,Moderna,22162116
South Korea,2022-01-25,Oxford/AstraZeneca,20323547
South Korea,2022-01-25,Pfizer/BioNTech,68765086
South Korea,2022-01-26,Johnson&Johnson,1541317
South Korea,2022-01-26,Moderna,22238599
South Korea,2022-01-26,Oxford/AstraZeneca,20323560
South Korea,2022-01-26,Pfizer/BioNTech,68978382
South Korea,2022-01-27,Johnson&Johnson,1541474
South Korea,2022-01-27,Moderna,22334460
South Korea,2022-01-27,Oxford/AstraZeneca,20323586
South Korea,2022-01-27,Pfizer/BioNTech,69233020
South Korea,2022-01-28,Johnson&Johnson,1541681
South Korea,2022-01-28,Moderna,22498179
South Korea,2022-01-28,Oxford/AstraZeneca,20323608
South Korea,2022-01-28,Pfizer/BioNTech,69625524
South Korea,2022-01-29,Johnson&Johnson,1541706
South Korea,2022-01-29,Moderna,22615335
South Korea,2022-01-29,Oxford/AstraZeneca,20323619
South Korea,2022-01-29,Pfizer/BioNTech,69879746
South Korea,2022-01-30,Johnson&Johnson,1541711
South Korea,2022-01-30,Moderna,22622632
South Korea,2022-01-30,Oxford/AstraZeneca,20323621
South Korea,2022-01-30,Pfizer/BioNTech,69899417
South Korea,2022-01-31,Johnson&Johnson,1541714
South Korea,2022-01-31,Moderna,22628024
South Korea,2022-01-31,Oxford/AstraZeneca,20323632
South Korea,2022-01-31,Pfizer/BioNTech,69915023
South Korea,2022-02-01,Johnson&Johnson,1541721
South Korea,2022-02-01,Moderna,22628725
South Korea,2022-02-01,Oxford/AstraZeneca,20323649
South Korea,2022-02-01,Pfizer/BioNTech,69917598
South Korea,2022-02-02,Johnson&Johnson,1541724
South Korea,2022-02-02,Moderna,22631639
South Korea,2022-02-02,Oxford/AstraZeneca,20323656
South Korea,2022-02-02,Pfizer/BioNTech,69928650
South Korea,2022-02-03,Johnson&Johnson,1541830
South Korea,2022-02-03,Moderna,22735181
South Korea,2022-02-03,Oxford/AstraZeneca,20323668
South Korea,2022-02-03,Pfizer/BioNTech,70219139
South Korea,2022-02-04,Johnson&Johnson,1541935
South Korea,2022-02-04,Moderna,22850831
South Korea,2022-02-04,Oxford/AstraZeneca,20323677
South Korea,2022-02-04,Pfizer/BioNTech,70511262
South Korea,2022-02-05,Johnson&Johnson,1541948
South Korea,2022-02-05,Moderna,22917406
South Korea,2022-02-05,Oxford/AstraZeneca,20323683
South Korea,2022-02-05,Pfizer/BioNTech,70674708
South Korea,2022-02-06,Moderna,22920324
South Korea,2022-02-06,Oxford/AstraZeneca,20323686
South Korea,2022-02-06,Pfizer/BioNTech,70685234
South Korea,2022-02-07,Johnson&Johnson,1542023
South Korea,2022-02-07,Moderna,22998450
South Korea,2022-02-07,Oxford/AstraZeneca,20323707
South Korea,2022-02-07,Pfizer/BioNTech,70884583
South Korea,2022-02-08,Johnson&Johnson,1542109
South Korea,2022-02-08,Moderna,23048600
South Korea,2022-02-08,Oxford/AstraZeneca,20323725
South Korea,2022-02-08,Pfizer/BioNTech,71019907
South Korea,2022-02-09,Johnson&Johnson,1542195
South Korea,2022-02-09,Moderna,23090889
South Korea,2022-02-09,Oxford/AstraZeneca,20323737
South Korea,2022-02-09,Pfizer/BioNTech,71142846
South Korea,2022-02-10,Johnson&Johnson,1542303
South Korea,2022-02-10,Moderna,23153758
South Korea,2022-02-10,Oxford/AstraZeneca,20323755
South Korea,2022-02-10,Pfizer/BioNTech,71305713
South Korea,2022-02-11,Johnson&Johnson,1542405
South Korea,2022-02-11,Moderna,23255872
South Korea,2022-02-11,Novavax,2
South Korea,2022-02-11,Oxford/AstraZeneca,20323776
South Korea,2022-02-11,Pfizer/BioNTech,71539363
South Korea,2022-02-12,Johnson&Johnson,1542421
South Korea,2022-02-12,Moderna,23315465
South Korea,2022-02-12,Novavax,3
South Korea,2022-02-12,Oxford/AstraZeneca,20323792
South Korea,2022-02-12,Pfizer/BioNTech,71667374
South Korea,2022-02-13,Moderna,23317788
South Korea,2022-02-13,Oxford/AstraZeneca,20323796
South Korea,2022-02-13,Pfizer/BioNTech,71675039
South Korea,2022-02-14,Johnson&Johnson,1542472
South Korea,2022-02-14,Moderna,23378206
South Korea,2022-02-14,Novavax,4653
South Korea,2022-02-14,Oxford/AstraZeneca,20323809
South Korea,2022-02-14,Pfizer/BioNTech,71828176
South Korea,2022-02-15,Johnson&Johnson,1542517
South Korea,2022-02-15,Moderna,23420968
South Korea,2022-02-15,Novavax,10427
South Korea,2022-02-15,Oxford/AstraZeneca,20323840
South Korea,2022-02-15,Pfizer/BioNTech,71939883
South Korea,2022-02-16,Johnson&Johnson,1542590
South Korea,2022-02-16,Moderna,23458211
South Korea,2022-02-16,Novavax,16571
South Korea,2022-02-16,Oxford/AstraZeneca,20323853
South Korea,2022-02-16,Pfizer/BioNTech,72044631
South Korea,2022-02-17,Johnson&Johnson,1542668
South Korea,2022-02-17,Moderna,23508004
South Korea,2022-02-17,Novavax,22955
South Korea,2022-02-17,Oxford/AstraZeneca,20323864
South Korea,2022-02-17,Pfizer/BioNTech,72177534
South Korea,2022-02-18,Johnson&Johnson,1542735
South Korea,2022-02-18,Moderna,23588041
South Korea,2022-02-18,Novavax,29847
South Korea,2022-02-18,Oxford/AstraZeneca,20323889
South Korea,2022-02-18,Pfizer/BioNTech,72366600
South Korea,2022-02-19,Johnson&Johnson,1542748
South Korea,2022-02-19,Moderna,23633838
South Korea,2022-02-19,Novavax,32456
South Korea,2022-02-19,Oxford/AstraZeneca,20323896
South Korea,2022-02-19,Pfizer/BioNTech,72470041
South Korea,2022-02-20,Johnson&Johnson,1542749
South Korea,2022-02-20,Moderna,23636059
South Korea,2022-02-20,Novavax,32612
South Korea,2022-02-20,Oxford/AstraZeneca,20323901
South Korea,2022-02-20,Pfizer/BioNTech,72476852
South Korea,2022-02-21,Johnson&Johnson,1542806
South Korea,2022-02-21,Moderna,23683335
South Korea,2022-02-21,Novavax,38551
South Korea,2022-02-21,Oxford/AstraZeneca,20323912
South Korea,2022-02-21,Pfizer/BioNTech,72599664
South Korea,2022-02-22,Johnson&Johnson,1542843
South Korea,2022-02-22,Moderna,23716101
South Korea,2022-02-22,Novavax,43372
South Korea,2022-02-22,Oxford/AstraZeneca,20323920
South Korea,2022-02-22,Pfizer/BioNTech,72688058
South Korea,2022-02-23,Johnson&Johnson,1542911
South Korea,2022-02-23,Moderna,23745727
South Korea,2022-02-23,Novavax,47714
South Korea,2022-02-23,Oxford/AstraZeneca,20323930
South Korea,2022-02-23,Pfizer/BioNTech,72775232
South Korea,2022-02-24,Johnson&Johnson,1542973
South Korea,2022-02-24,Moderna,23787236
South Korea,2022-02-24,Novavax,52448
South Korea,2022-02-24,Oxford/AstraZeneca,20323936
South Korea,2022-02-24,Pfizer/BioNTech,72896489
South Korea,2022-02-25,Johnson&Johnson,1543026
South Korea,2022-02-25,Moderna,23857878
South Korea,2022-02-25,Novavax,58153
South Korea,2022-02-25,Oxford/AstraZeneca,20323942
South Korea,2022-02-25,Pfizer/BioNTech,73074801
South Korea,2022-02-26,Johnson&Johnson,1543037
South Korea,2022-02-26,Moderna,23896413
South Korea,2022-02-26,Novavax,60321
South Korea,2022-02-26,Oxford/AstraZeneca,20323948
South Korea,2022-02-26,Pfizer/BioNTech,73167737
South Korea,2022-02-27,Johnson&Johnson,1543040
South Korea,2022-02-27,Moderna,23897876
South Korea,2022-02-27,Novavax,60437
South Korea,2022-02-27,Oxford/AstraZeneca,20323951
South Korea,2022-02-27,Pfizer/BioNTech,73173011
South Korea,2022-02-28,Johnson&Johnson,1543076
South Korea,2022-02-28,Moderna,23938535
South Korea,2022-02-28,Novavax,63919
South Korea,2022-02-28,Oxford/AstraZeneca,20323959
South Korea,2022-02-28,Pfizer/BioNTech,73292329
South Korea,2022-03-01,Johnson&Johnson,1543079
South Korea,2022-03-01,Moderna,23939778
South Korea,2022-03-01,Novavax,64056
South Korea,2022-03-01,Oxford/AstraZeneca,20323968
South Korea,2022-03-01,Pfizer/BioNTech,73296717
South Korea,2022-03-02,Johnson&Johnson,1543117
South Korea,2022-03-02,Moderna,23957464
South Korea,2022-03-02,Novavax,66185
South Korea,2022-03-02,Oxford/AstraZeneca,20323980
South Korea,2022-03-02,Pfizer/BioNTech,73360139
South Korea,2022-03-03,Johnson&Johnson,1543139
South Korea,2022-03-03,Moderna,23976957
South Korea,2022-03-03,Novavax,68080
South Korea,2022-03-03,Oxford/AstraZeneca,20323983
South Korea,2022-03-03,Pfizer/BioNTech,73424381
South Korea,2022-03-04,Johnson&Johnson,1543170
South Korea,2022-03-04,Moderna,24010676
South Korea,2022-03-04,Novavax,70503
South Korea,2022-03-04,Oxford/AstraZeneca,20323987
South Korea,2022-03-04,Pfizer/BioNTech,73519115
South Korea,2022-03-05,Johnson&Johnson,1543173
South Korea,2022-03-05,Moderna,24027124
South Korea,2022-03-05,Novavax,71482
South Korea,2022-03-05,Oxford/AstraZeneca,20323990
South Korea,2022-03-05,Pfizer/BioNTech,73564576
South Korea,2022-03-06,Johnson&Johnson,1543174
South Korea,2022-03-06,Moderna,24027526
South Korea,2022-03-06,Novavax,71524
South Korea,2022-03-06,Oxford/AstraZeneca,20323991
South Korea,2022-03-06,Pfizer/BioNTech,73566217
South Korea,2022-03-07,Johnson&Johnson,1543194
South Korea,2022-03-07,Moderna,24046186
South Korea,2022-03-07,Novavax,82648
South Korea,2022-03-07,Oxford/AstraZeneca,20324001
South Korea,2022-03-07,Pfizer/BioNTech,73628095
South Korea,2022-03-08,Johnson&Johnson,1543203
South Korea,2022-03-08,Moderna,24058575
South Korea,2022-03-08,Novavax,91446
South Korea,2022-03-08,Oxford/AstraZeneca,20324009
South Korea,2022-03-08,Pfizer/BioNTech,73675162
South Korea,2022-03-09,Johnson&Johnson,1543204
South Korea,2022-03-09,Moderna,24060655
South Korea,2022-03-09,Novavax,93250
South Korea,2022-03-09,Oxford/AstraZeneca,20324019
South Korea,2022-03-09,Pfizer/BioNTech,73682637
South Korea,2022-03-10,Johnson&Johnson,1543221
South Korea,2022-03-10,Moderna,24078134
South Korea,2022-03-10,Novavax,102425
South Korea,2022-03-10,Oxford/AstraZeneca,20324031
South Korea,2022-03-10,Pfizer/BioNTech,73746496
South Korea,2022-03-11,Johnson&Johnson,1543245
South Korea,2022-03-11,Moderna,24104142
South Korea,2022-03-11,Novavax,118786
South Korea,2022-03-11,Oxford/AstraZeneca,20324045
South Korea,2022-03-11,Pfizer/BioNTech,73831920
South Korea,2022-03-12,Johnson&Johnson,1543247
South Korea,2022-03-12,Moderna,24114749
South Korea,2022-03-12,Novavax,124066
South Korea,2022-03-12,Oxford/AstraZeneca,20324055
South Korea,2022-03-12,Pfizer/BioNTech,73863360
South Korea,2022-03-13,Moderna,24114927
South Korea,2022-03-13,Novavax,124190
South Korea,2022-03-13,Oxford/AstraZeneca,20324058
South Korea,2022-03-13,Pfizer/BioNTech,73864051
South Korea,2022-03-14,Johnson&Johnson,1543261
South Korea,2022-03-14,Moderna,24127774
South Korea,2022-03-14,Novavax,131016
South Korea,2022-03-14,Oxford/AstraZeneca,20324074
South Korea,2022-03-14,Pfizer/BioNTech,73913045
South Korea,2022-03-15,Johnson&Johnson,1543268
South Korea,2022-03-15,Moderna,24136936
South Korea,2022-03-15,Novavax,135769
South Korea,2022-03-15,Oxford/AstraZeneca,20324088
South Korea,2022-03-15,Pfizer/BioNTech,73953014
South Korea,2022-03-16,Johnson&Johnson,1543284
South Korea,2022-03-16,Moderna,24145102
South Korea,2022-03-16,Novavax,139931
South Korea,2022-03-16,Oxford/AstraZeneca,20324096
South Korea,2022-03-16,Pfizer/BioNTech,73994466
South Korea,2022-03-17,Johnson&Johnson,1543303
South Korea,2022-03-17,Moderna,24156242
South Korea,2022-03-17,Novavax,144669
South Korea,2022-03-17,Oxford/AstraZeneca,20324117
South Korea,2022-03-17,Pfizer/BioNTech,74043888
South Korea,2022-03-18,Johnson&Johnson,1543322
South Korea,2022-03-18,Moderna,24178061
South Korea,2022-03-18,Novavax,153365
South Korea,2022-03-18,Oxford/AstraZeneca,20324129
South Korea,2022-03-18,Pfizer/BioNTech,74116839
South Korea,2022-03-19,Johnson&Johnson,1543323
South Korea,2022-03-19,Moderna,24186420
South Korea,2022-03-19,Novavax,155960
South Korea,2022-03-19,Oxford/AstraZeneca,20324136
South Korea,2022-03-19,Pfizer/BioNTech,74142505
South Korea,2022-03-20,Moderna,24186524
South Korea,2022-03-20,Novavax,156003
South Korea,2022-03-20,Oxford/AstraZeneca,20324143
South Korea,2022-03-20,Pfizer/BioNTech,74143023
South Korea,2022-03-21,Johnson&Johnson,1543341
South Korea,2022-03-21,Moderna,24196648
South Korea,2022-03-21,Novavax,159693
South Korea,2022-03-21,Oxford/AstraZeneca,20324156
South Korea,2022-03-21,Pfizer/BioNTech,74190609
South Korea,2022-03-22,Johnson&Johnson,1543355
South Korea,2022-03-22,Moderna,24203679
South Korea,2022-03-22,Novavax,162278
South Korea,2022-03-22,Oxford/AstraZeneca,20324165
South Korea,2022-03-22,Pfizer/BioNTech,74224755
South Korea,2022-03-23,Johnson&Johnson,1543364
South Korea,2022-03-23,Moderna,24210354
South Korea,2022-03-23,Novavax,164555
South Korea,2022-03-23,Oxford/AstraZeneca,20324174
South Korea,2022-03-23,Pfizer/BioNTech,74262173
South Korea,2022-03-24,Johnson&Johnson,1543372
South Korea,2022-03-24,Moderna,24219374
South Korea,2022-03-24,Novavax,167387
South Korea,2022-03-24,Oxford/AstraZeneca,20324181
South Korea,2022-03-24,Pfizer/BioNTech,74304087
South Korea,2022-03-25,Johnson&Johnson,1543385
South Korea,2022-03-25,Moderna,24234806
South Korea,2022-03-25,Novavax,172181
South Korea,2022-03-25,Oxford/AstraZeneca,20324188
South Korea,2022-03-25,Pfizer/BioNTech,74368817
South Korea,2022-03-26,Johnson&Johnson,1543394
South Korea,2022-03-26,Moderna,24240650
South Korea,2022-03-26,Novavax,173727
South Korea,2022-03-26,Oxford/AstraZeneca,20324190
South Korea,2022-03-26,Pfizer/BioNTech,74400745
South Korea,2022-03-27,Moderna,24240726
South Korea,2022-03-27,Novavax,173759
South Korea,2022-03-27,Oxford/AstraZeneca,20324191
South Korea,2022-03-27,Pfizer/BioNTech,74401300
South Korea,2022-03-28,Johnson&Johnson,1543405
South Korea,2022-03-28,Moderna,24247715
South Korea,2022-03-28,Novavax,180017
South Korea,2022-03-28,Oxford/AstraZeneca,20324197
South Korea,2022-03-28,Pfizer/BioNTech,74437506
South Korea,2022-03-29,Johnson&Johnson,1543412
South Korea,2022-03-29,Moderna,24252406
South Korea,2022-03-29,Novavax,184715
South Korea,2022-03-29,Oxford/AstraZeneca,20324213
South Korea,2022-03-29,Pfizer/BioNTech,74460381
South Korea,2022-03-30,Johnson&Johnson,1543431
South Korea,2022-03-30,Moderna,24256893
South Korea,2022-03-30,Novavax,186729
South Korea,2022-03-30,Oxford/AstraZeneca,20324220
South Korea,2022-03-30,Pfizer/BioNTech,74489487
South Korea,2022-03-31,Johnson&Johnson,1543439
South Korea,2022-03-31,Moderna,24262842
South Korea,2022-03-31,Novavax,190971
South Korea,2022-03-31,Oxford/AstraZeneca,20324232
South Korea,2022-03-31,Pfizer/BioNTech,74524947
South Korea,2022-04-01,Johnson&Johnson,1543456
South Korea,2022-04-01,Moderna,24271519
South Korea,2022-04-01,Novavax,198038
South Korea,2022-04-01,Oxford/AstraZeneca,20324238
South Korea,2022-04-01,Pfizer/BioNTech,74573669
South Korea,2022-04-02,Johnson&Johnson,1543457
South Korea,2022-04-02,Moderna,24274807
South Korea,2022-04-02,Novavax,200620
South Korea,2022-04-02,Oxford/AstraZeneca,20324246
South Korea,2022-04-02,Pfizer/BioNTech,74596926
South Korea,2022-04-03,Moderna,24274855
South Korea,2022-04-03,Novavax,200676
South Korea,2022-04-03,Oxford/AstraZeneca,20324250
South Korea,2022-04-03,Pfizer/BioNTech,74597227
South Korea,2022-04-04,Johnson&Johnson,1543467
South Korea,2022-04-04,Moderna,24278747
South Korea,2022-04-04,Novavax,203913
South Korea,2022-04-04,Oxford/AstraZeneca,20324255
South Korea,2022-04-04,Pfizer/BioNTech,74620856
South Korea,2022-04-05,Johnson&Johnson,1543482
South Korea,2022-04-05,Moderna,24281564
South Korea,2022-04-05,Novavax,206350
South Korea,2022-04-05,Oxford/AstraZeneca,20324263
South Korea,2022-04-05,Pfizer/BioNTech,74635873
South Korea,2022-04-06,Johnson&Johnson,1543496
South Korea,2022-04-06,Moderna,24284573
South Korea,2022-04-06,Novavax,208473
South Korea,2022-04-06,Oxford/AstraZeneca,20324267
South Korea,2022-04-06,Pfizer/BioNTech,74656338
South Korea,2022-04-07,Johnson&Johnson,1543505
South Korea,2022-04-07,Moderna,24288829
South Korea,2022-04-07,Novavax,210878
South Korea,2022-04-07,Oxford/AstraZeneca,20324270
South Korea,2022-04-07,Pfizer/BioNTech,74679715
South Korea,2022-04-08,Johnson&Johnson,1543513
South Korea,2022-04-08,Moderna,24296525
South Korea,2022-04-08,Novavax,215520
South Korea,2022-04-08,Oxford/AstraZeneca,20324273
South Korea,2022-04-08,Pfizer/BioNTech,74718539
South Korea,2022-04-09,Johnson&Johnson,1543520
South Korea,2022-04-09,Moderna,24298861
South Korea,2022-04-09,Novavax,217005
South Korea,2022-04-09,Oxford/AstraZeneca,20324278
South Korea,2022-04-09,Pfizer/BioNTech,74733325
South Korea,2022-04-10,Johnson&Johnson,1543523
South Korea,2022-04-10,Moderna,24298899
South Korea,2022-04-10,Novavax,217033
South Korea,2022-04-10,Oxford/AstraZeneca,20324280
South Korea,2022-04-10,Pfizer/BioNTech,74733515
South Korea,2022-04-11,Johnson&Johnson,1543526
South Korea,2022-04-11,Moderna,24301598
South Korea,2022-04-11,Novavax,219077
South Korea,2022-04-11,Oxford/AstraZeneca,20324285
South Korea,2022-04-11,Pfizer/BioNTech,74747937
South Korea,2022-04-12,Johnson&Johnson,1543530
South Korea,2022-04-12,Moderna,24303654
South Korea,2022-04-12,Novavax,220653
South Korea,2022-04-12,Oxford/AstraZeneca,20324290
South Korea,2022-04-12,Pfizer/BioNTech,74759178
South Korea,2022-04-13,Johnson&Johnson,1543551
South Korea,2022-04-13,Moderna,24306355
South Korea,2022-04-13,Novavax,222143
South Korea,2022-04-13,Oxford/AstraZeneca,20324295
South Korea,2022-04-13,Pfizer/BioNTech,74775645
South Korea,2022-04-14,Johnson&Johnson,1543562
South Korea,2022-04-14,Moderna,24312442
South Korea,2022-04-14,Novavax,227756
South Korea,2022-04-14,Oxford/AstraZeneca,20324298
South Korea,2022-04-14,Pfizer/BioNTech,74814070
South Korea,2022-04-15,Johnson&Johnson,1543576
South Korea,2022-04-15,Moderna,24326348
South Korea,2022-04-15,Novavax,240039
South Korea,2022-04-15,Oxford/AstraZeneca,20324299
South Korea,2022-04-15,Pfizer/BioNTech,74890229
South Korea,2022-04-16,Johnson&Johnson,1543577
South Korea,2022-04-16,Moderna,24329880
South Korea,2022-04-16,Novavax,243526
South Korea,2022-04-16,Oxford/AstraZeneca,20324302
South Korea,2022-04-16,Pfizer/BioNTech,74910670
South Korea,2022-04-17,Moderna,24329926
South Korea,2022-04-17,Novavax,243590
South Korea,2022-04-17,Pfizer/BioNTech,74910917
South Korea,2022-04-18,Johnson&Johnson,1543585
South Korea,2022-04-18,Moderna,24335271
South Korea,2022-04-18,Novavax,254510
South Korea,2022-04-18,Oxford/AstraZeneca,20324306
South Korea,2022-04-18,Pfizer/BioNTech,74956742
South Korea,2022-04-19,Johnson&Johnson,1543588
South Korea,2022-04-19,Moderna,24340280
South Korea,2022-04-19,Novavax,264376
South Korea,2022-04-19,Oxford/AstraZeneca,20324312
South Korea,2022-04-19,Pfizer/BioNTech,75005913
South Korea,2022-04-20,Johnson&Johnson,1543589
South Korea,2022-04-20,Moderna,24347589
South Korea,2022-04-20,Novavax,275232
South Korea,2022-04-20,Oxford/AstraZeneca,20324318
South Korea,2022-04-20,Pfizer/BioNTech,75063077
South Korea,2022-04-21,Johnson&Johnson,1543598
South Korea,2022-04-21,Moderna,24354758
South Korea,2022-04-21,Novavax,285954
South Korea,2022-04-21,Oxford/AstraZeneca,20324320
South Korea,2022-04-21,Pfizer/BioNTech,75117506
South Korea,2022-04-22,Johnson&Johnson,1543602
South Korea,2022-04-22,Moderna,24370844
South Korea,2022-04-22,Novavax,307072
South Korea,2022-04-22,Oxford/AstraZeneca,20324325
